month,currency,exchange_rate,description
2008-11,Thai Baht,4.2935,Singapore Dollar Per 100 Thai Baht
2008-12,Thai Baht,4.2139,Singapore Dollar Per 100 Thai Baht
2009-01,Thai Baht,4.2613,Singapore Dollar Per 100 Thai Baht
2009-02,Thai Baht,4.2981,Singapore Dollar Per 100 Thai Baht
2009-03,Thai Baht,4.2761,Singapore Dollar Per 100 Thai Baht
2009-04,Thai Baht,4.2437,Singapore Dollar Per 100 Thai Baht
2009-05,Thai Baht,4.221,Singapore Dollar Per 100 Thai Baht
2009-06,Thai Baht,4.2541,Singapore Dollar Per 100 Thai Baht
2009-07,Thai Baht,4.2586,Singapore Dollar Per 100 Thai Baht
2009-08,Thai Baht,4.2387,Singapore Dollar Per 100 Thai Baht
2009-09,Thai Baht,4.2095,Singapore Dollar Per 100 Thai Baht
2009-10,Thai Baht,4.1852,Singapore Dollar Per 100 Thai Baht
2009-11,Thai Baht,4.1732,Singapore Dollar Per 100 Thai Baht
2009-12,Thai Baht,4.2021,Singapore Dollar Per 100 Thai Baht
2010-01,Thai Baht,4.2264,Singapore Dollar Per 100 Thai Baht
2010-02,Thai Baht,4.2608,Singapore Dollar Per 100 Thai Baht
2010-03,Thai Baht,4.3047,Singapore Dollar Per 100 Thai Baht
2010-04,Thai Baht,4.2786,Singapore Dollar Per 100 Thai Baht
2010-05,Thai Baht,4.3022,Singapore Dollar Per 100 Thai Baht
2010-06,Thai Baht,4.3065,Singapore Dollar Per 100 Thai Baht
2010-07,Thai Baht,4.2618,Singapore Dollar Per 100 Thai Baht
2010-08,Thai Baht,4.2715,Singapore Dollar Per 100 Thai Baht
2010-09,Thai Baht,4.3326,Singapore Dollar Per 100 Thai Baht
2010-10,Thai Baht,4.3536,Singapore Dollar Per 100 Thai Baht
2010-11,Thai Baht,4.3441,Singapore Dollar Per 100 Thai Baht
2010-12,Thai Baht,4.3401,Singapore Dollar Per 100 Thai Baht
2011-01,Thai Baht,4.2149,Singapore Dollar Per 100 Thai Baht
2011-02,Thai Baht,4.1617,Singapore Dollar Per 100 Thai Baht
2011-03,Thai Baht,4.1779,Singapore Dollar Per 100 Thai Baht
2011-04,Thai Baht,4.1482,Singapore Dollar Per 100 Thai Baht
2011-05,Thai Baht,4.0936,Singapore Dollar Per 100 Thai Baht
2011-06,Thai Baht,4.0464,Singapore Dollar Per 100 Thai Baht
2011-07,Thai Baht,4.0436,Singapore Dollar Per 100 Thai Baht
2011-08,Thai Baht,4.047,Singapore Dollar Per 100 Thai Baht
2011-09,Thai Baht,4.1102,Singapore Dollar Per 100 Thai Baht
2011-10,Thai Baht,4.1386,Singapore Dollar Per 100 Thai Baht
2011-11,Thai Baht,4.1645,Singapore Dollar Per 100 Thai Baht
2011-12,Thai Baht,4.1553,Singapore Dollar Per 100 Thai Baht
2012-01,Thai Baht,4.0536,Singapore Dollar Per 100 Thai Baht
2012-02,Thai Baht,4.0792,Singapore Dollar Per 100 Thai Baht
2012-03,Thai Baht,4.0992,Singapore Dollar Per 100 Thai Baht
2012-04,Thai Baht,4.0517,Singapore Dollar Per 100 Thai Baht
2012-05,Thai Baht,4.0299,Singapore Dollar Per 100 Thai Baht
2012-06,Thai Baht,4.038,Singapore Dollar Per 100 Thai Baht
2012-07,Thai Baht,3.9857,Singapore Dollar Per 100 Thai Baht
2012-08,Thai Baht,3.9707,Singapore Dollar Per 100 Thai Baht
2012-09,Thai Baht,3.973,Singapore Dollar Per 100 Thai Baht
2012-10,Thai Baht,3.9894,Singapore Dollar Per 100 Thai Baht
2012-11,Thai Baht,3.9832,Singapore Dollar Per 100 Thai Baht
2012-12,Thai Baht,3.9853,Singapore Dollar Per 100 Thai Baht
2013-01,Thai Baht,4.0863,Singapore Dollar Per 100 Thai Baht
2013-02,Thai Baht,4.1506,Singapore Dollar Per 100 Thai Baht
2013-03,Thai Baht,4.2221,Singapore Dollar Per 100 Thai Baht
2013-04,Thai Baht,4.2582,Singapore Dollar Per 100 Thai Baht
2013-05,Thai Baht,4.1917,Singapore Dollar Per 100 Thai Baht
2013-06,Thai Baht,4.087,Singapore Dollar Per 100 Thai Baht
2013-07,Thai Baht,4.074,Singapore Dollar Per 100 Thai Baht
2013-08,Thai Baht,4.0264,Singapore Dollar Per 100 Thai Baht
2013-09,Thai Baht,3.9842,Singapore Dollar Per 100 Thai Baht
2013-10,Thai Baht,3.9872,Singapore Dollar Per 100 Thai Baht
2013-11,Thai Baht,3.943,Singapore Dollar Per 100 Thai Baht
2013-12,Thai Baht,3.8894,Singapore Dollar Per 100 Thai Baht
2014-01,Thai Baht,3.8634,Singapore Dollar Per 100 Thai Baht
2014-02,Thai Baht,3.88,Singapore Dollar Per 100 Thai Baht
2014-03,Thai Baht,3.9123,Singapore Dollar Per 100 Thai Baht
2014-04,Thai Baht,3.8833,Singapore Dollar Per 100 Thai Baht
2014-05,Thai Baht,3.849,Singapore Dollar Per 100 Thai Baht
2014-06,Thai Baht,3.8489,Singapore Dollar Per 100 Thai Baht
2014-07,Thai Baht,3.8686,Singapore Dollar Per 100 Thai Baht
2014-08,Thai Baht,3.9001,Singapore Dollar Per 100 Thai Baht
2014-09,Thai Baht,3.9226,Singapore Dollar Per 100 Thai Baht
2014-10,Thai Baht,3.9252,Singapore Dollar Per 100 Thai Baht
2014-11,Thai Baht,3.9507,Singapore Dollar Per 100 Thai Baht
2014-12,Thai Baht,3.9978,Singapore Dollar Per 100 Thai Baht
2015-01,Thai Baht,4.0829,Singapore Dollar Per 100 Thai Baht
2015-02,Thai Baht,4.1578,Singapore Dollar Per 100 Thai Baht
2015-03,Thai Baht,4.2211,Singapore Dollar Per 100 Thai Baht
2015-04,Thai Baht,4.1521,Singapore Dollar Per 100 Thai Baht
2015-05,Thai Baht,3.9805,Singapore Dollar Per 100 Thai Baht
2015-06,Thai Baht,3.9884,Singapore Dollar Per 100 Thai Baht
2015-07,Thai Baht,3.9647,Singapore Dollar Per 100 Thai Baht
2015-08,Thai Baht,3.9472,Singapore Dollar Per 100 Thai Baht
2015-09,Thai Baht,3.929,Singapore Dollar Per 100 Thai Baht
2015-10,Thai Baht,3.9264,Singapore Dollar Per 100 Thai Baht
2015-11,Thai Baht,3.9485,Singapore Dollar Per 100 Thai Baht
2015-12,Thai Baht,3.9116,Singapore Dollar Per 100 Thai Baht
2016-01,Thai Baht,3.9639,Singapore Dollar Per 100 Thai Baht
2016-02,Thai Baht,3.947,Singapore Dollar Per 100 Thai Baht
2016-03,Thai Baht,3.9021,Singapore Dollar Per 100 Thai Baht
2016-04,Thai Baht,3.8478,Singapore Dollar Per 100 Thai Baht
2016-05,Thai Baht,3.8691,Singapore Dollar Per 100 Thai Baht
2016-06,Thai Baht,3.8384,Singapore Dollar Per 100 Thai Baht
2016-07,Thai Baht,3.8538,Singapore Dollar Per 100 Thai Baht
2016-08,Thai Baht,3.8818,Singapore Dollar Per 100 Thai Baht
2016-09,Thai Baht,3.9143,Singapore Dollar Per 100 Thai Baht
2016-10,Thai Baht,3.9467,Singapore Dollar Per 100 Thai Baht
2016-11,Thai Baht,3.9918,Singapore Dollar Per 100 Thai Baht
2016-12,Thai Baht,4.0121,Singapore Dollar Per 100 Thai Baht
2017-01,Thai Baht,4.0294,Singapore Dollar Per 100 Thai Baht
2017-02,Thai Baht,4.0407,Singapore Dollar Per 100 Thai Baht
2017-03,Thai Baht,4.0271,Singapore Dollar Per 100 Thai Baht
2017-04,Thai Baht,4.0575,Singapore Dollar Per 100 Thai Baht
2017-05,Thai Baht,4.0476,Singapore Dollar Per 100 Thai Baht
2017-06,Thai Baht,4.0693,Singapore Dollar Per 100 Thai Baht
2017-07,Thai Baht,4.0648,Singapore Dollar Per 100 Thai Baht
2017-08,Thai Baht,4.0906,Singapore Dollar Per 100 Thai Baht
2017-09,Thai Baht,4.0715,Singapore Dollar Per 100 Thai Baht
2017-10,Thai Baht,4.0923,Singapore Dollar Per 100 Thai Baht
2017-11,Thai Baht,4.1183,Singapore Dollar Per 100 Thai Baht
2017-12,Thai Baht,4.1239,Singapore Dollar Per 100 Thai Baht
2018-01,Thai Baht,4.1445,Singapore Dollar Per 100 Thai Baht
2018-02,Thai Baht,4.1919,Singapore Dollar Per 100 Thai Baht
2018-03,Thai Baht,4.2045,Singapore Dollar Per 100 Thai Baht
2018-04,Thai Baht,4.2012,Singapore Dollar Per 100 Thai Baht
2018-05,Thai Baht,4.1877,Singapore Dollar Per 100 Thai Baht
2018-06,Thai Baht,4.15,Singapore Dollar Per 100 Thai Baht
2018-07,Thai Baht,4.0958,Singapore Dollar Per 100 Thai Baht
2018-08,Thai Baht,4.1421,Singapore Dollar Per 100 Thai Baht
2018-09,Thai Baht,4.2043,Singapore Dollar Per 100 Thai Baht
2018-10,Thai Baht,4.2084,Singapore Dollar Per 100 Thai Baht
2018-11,Thai Baht,4.1721,Singapore Dollar Per 100 Thai Baht
2018-12,Thai Baht,4.1898,Singapore Dollar Per 100 Thai Baht
2019-01,Thai Baht,4.262,Singapore Dollar Per 100 Thai Baht
2019-02,Thai Baht,4.324,Singapore Dollar Per 100 Thai Baht
2019-03,Thai Baht,4.2675,Singapore Dollar Per 100 Thai Baht
2019-04,Thai Baht,4.2557,Singapore Dollar Per 100 Thai Baht
2019-05,Thai Baht,4.3101,Singapore Dollar Per 100 Thai Baht
2019-06,Thai Baht,4.3774,Singapore Dollar Per 100 Thai Baht
2019-07,Thai Baht,4.4176,Singapore Dollar Per 100 Thai Baht
2019-08,Thai Baht,4.5002,Singapore Dollar Per 100 Thai Baht
2019-09,Thai Baht,4.5147,Singapore Dollar Per 100 Thai Baht
2019-10,Thai Baht,4.5141,Singapore Dollar Per 100 Thai Baht
2019-11,Thai Baht,4.5018,Singapore Dollar Per 100 Thai Baht
2019-12,Thai Baht,4.4913,Singapore Dollar Per 100 Thai Baht
2020-01,Thai Baht,4.4405,Singapore Dollar Per 100 Thai Baht
2020-02,Thai Baht,4.4349,Singapore Dollar Per 100 Thai Baht
2020-03,Thai Baht,4.4131,Singapore Dollar Per 100 Thai Baht
2020-04,Thai Baht,4.3637,Singapore Dollar Per 100 Thai Baht
2020-05,Thai Baht,4.4227,Singapore Dollar Per 100 Thai Baht
2020-06,Thai Baht,4.472,Singapore Dollar Per 100 Thai Baht
2020-07,Thai Baht,4.4187,Singapore Dollar Per 100 Thai Baht
2020-08,Thai Baht,4.3878,Singapore Dollar Per 100 Thai Baht
